Produto,Categoria,Data da venda,Loja,Cidade,Quantidade,Valor da venda
Smartwatch,Eletrônicos,2025-02-17,Loja São Gonçalo,São Gonçalo,3,1708.21
Notebook,Eletrônicos,2025-12-05,Loja Petrópolis,Petrópolis,4,14108.81
Mesa Escritório,Móveis,2023-08-30,Loja Nova Iguaçu,Nova Iguaçu,4,1633.84
Notebook,Eletrônicos,2024-08-11,Loja Centro,Rio de Janeiro,4,7284.47
Impressora,Periféricos,2025-05-20,Loja Norte,Rio de Janeiro,2,6925.7
Smartphone,Eletrônicos,2023-04-16,Loja Norte,Rio de Janeiro,4,2270.44
Tablet,Eletrônicos,2024-09-26,Loja Sul,Rio de Janeiro,1,4684.25
Impressora,Periféricos,2024-12-16,Loja Petrópolis,Petrópolis,2,6290.52
Teclado,Acessórios,2024-04-03,Loja Duque,Duque de Caxias,4,11149.43
Monitor,Eletrônicos,2023-01-22,Loja Teresópolis,Teresópolis,2,4860.95
Pendrive,Armazenamento,2025-05-23,Loja Petrópolis,Petrópolis,3,10913.67
Smartwatch,Eletrônicos,2025-06-27,Loja Duque,Duque de Caxias,1,4365.33
Mesa Escritório,Móveis,2025-01-19,Loja Sul,Rio de Janeiro,4,14936.73
Roteador,Redes,2023-11-05,Loja Duque,Duque de Caxias,3,2550.84
Monitor,Eletrônicos,2024-10-23,Loja Norte,Rio de Janeiro,5,24909.26
Cadeira Gamer,Móveis,2025-07-12,Loja Sul,Rio de Janeiro,2,4092.29
Roteador,Redes,2023-12-19,Loja São Gonçalo,São Gonçalo,4,3649.03
Mouse,Acessórios,2025-08-14,Loja Teresópolis,Teresópolis,4,12649.54
Smartwatch,Eletrônicos,2025-08-13,Loja Barra,Rio de Janeiro,2,8683.61
Cadeira Gamer,Móveis,2025-05-15,Loja Barra,Rio de Janeiro,4,17493.78
Smartphone,Eletrônicos,2023-10-22,Loja Barra,Rio de Janeiro,2,9922.12
Mesa Escritório,Móveis,2024-09-28,Loja São Gonçalo,São Gonçalo,4,7800.17
Smartphone,Eletrônicos,2023-01-21,Loja Nova Iguaçu,Nova Iguaçu,1,701.26
Webcam,Periféricos,2025-01-21,Loja Barra,Rio de Janeiro,2,2451.68
HD Externo,Armazenamento,2024-01-10,Loja Norte,Rio de Janeiro,5,21396.03
Roteador,Redes,2023-11-14,Loja Petrópolis,Petrópolis,4,8219.41
HD Externo,Armazenamento,2023-08-19,Loja Nova Iguaçu,Nova Iguaçu,1,3329.98
Impressora,Periféricos,2025-06-09,Loja São Gonçalo,São Gonçalo,1,4848.59
Smartphone,Eletrônicos,2023-09-18,Loja Sul,Rio de Janeiro,1,3878.69
Webcam,Periféricos,2023-10-28,Loja Barra,Rio de Janeiro,3,13273.09
Monitor,Eletrônicos,2025-04-23,Loja Teresópolis,Teresópolis,1,2182.89
Teclado,Acessórios,2025-08-29,Loja Nova Iguaçu,Nova Iguaçu,1,1300.01
Monitor,Eletrônicos,2024-11-17,Loja Barra,Rio de Janeiro,5,13454.42
Notebook,Eletrônicos,2023-06-05,Loja Centro,Rio de Janeiro,4,10890.14
Teclado,Acessórios,2023-11-30,Loja Norte,Rio de Janeiro,2,1317.41
Mouse,Acessórios,2023-10-09,Loja Barra,Rio de Janeiro,5,16090.07
Headset,Acessórios,2024-04-29,Loja São Gonçalo,São Gonçalo,5,2441.75
Notebook,Eletrônicos,2024-11-21,Loja Centro,Rio de Janeiro,4,3137.2
Mouse,Acessórios,2023-05-06,Loja Norte,Rio de Janeiro,2,3298.99
Roteador,Redes,2025-11-28,Loja Petrópolis,Petrópolis,3,7409.37
Smartwatch,Eletrônicos,2023-05-31,Loja São Gonçalo,São Gonçalo,5,3802.67
Smartphone,Eletrônicos,2025-06-10,Loja Teresópolis,Teresópolis,2,1964.66
Impressora,Periféricos,2024-10-30,Loja Nova Iguaçu,Nova Iguaçu,5,24092.83
Pendrive,Armazenamento,2023-11-07,Loja Norte,Rio de Janeiro,2,3805.54
HD Externo,Armazenamento,2023-10-30,Loja Norte,Rio de Janeiro,1,200.42
Webcam,Periféricos,2025-03-24,Loja Petrópolis,Petrópolis,4,13594.97
Headset,Acessórios,2025-12-28,Loja Niterói,Niterói,1,577.64
Smartwatch,Eletrônicos,2025-10-06,Loja Norte,Rio de Janeiro,1,4338.87
Cadeira Gamer,Móveis,2024-08-11,Loja Petrópolis,Petrópolis,1,590.09
Smartphone,Eletrônicos,2024-05-08,Loja São Gonçalo,São Gonçalo,4,13418.35
Monitor,Eletrônicos,2024-02-01,Loja Norte,Rio de Janeiro,1,1620.12
Roteador,Redes,2025-04-01,Loja Centro,Rio de Janeiro,1,1675.49
Notebook,Eletrônicos,2024-12-11,Loja Teresópolis,Teresópolis,5,9665.39
Roteador,Redes,2023-11-01,Loja Petrópolis,Petrópolis,1,2249.88
Monitor,Eletrônicos,2025-05-16,Loja Teresópolis,Teresópolis,2,7617.51
Cadeira Gamer,Móveis,2023-03-26,Loja Sul,Rio de Janeiro,2,9519.64
Smartphone,Eletrônicos,2024-09-20,Loja São Gonçalo,São Gonçalo,5,8695.88
Smartwatch,Eletrônicos,2023-10-31,Loja Niterói,Niterói,5,6340.22
Teclado,Acessórios,2024-05-12,Loja Duque,Duque de Caxias,4,19119.37
Roteador,Redes,2024-02-11,Loja Niterói,Niterói,3,262.31
Pendrive,Armazenamento,2024-02-03,Loja Niterói,Niterói,1,3290.73
Headset,Acessórios,2025-02-27,Loja Barra,Rio de Janeiro,5,8952.66
Smartphone,Eletrônicos,2025-10-04,Loja Barra,Rio de Janeiro,5,7300.6
Tablet,Eletrônicos,2023-04-16,Loja Sul,Rio de Janeiro,4,14409.19
Smartphone,Eletrônicos,2024-08-11,Loja Centro,Rio de Janeiro,4,16498.85
HD Externo,Armazenamento,2025-11-28,Loja Duque,Duque de Caxias,5,4818.48
Pendrive,Armazenamento,2024-03-20,Loja Nova Iguaçu,Nova Iguaçu,2,9185.75
Teclado,Acessórios,2024-07-12,Loja Barra,Rio de Janeiro,3,188.37
Monitor,Eletrônicos,2024-12-26,Loja São Gonçalo,São Gonçalo,4,4715.98
Cadeira Gamer,Móveis,2025-09-10,Loja Teresópolis,Teresópolis,2,3671.65
Mesa Escritório,Móveis,2023-06-01,Loja Nova Iguaçu,Nova Iguaçu,1,1222.51
Mouse,Acessórios,2023-02-19,Loja Barra,Rio de Janeiro,3,12789.94
Impressora,Periféricos,2025-05-06,Loja Teresópolis,Teresópolis,2,7689.9
Mesa Escritório,Móveis,2023-08-30,Loja Centro,Rio de Janeiro,5,4408.35
Headset,Acessórios,2024-11-03,Loja Norte,Rio de Janeiro,5,2618.94
Mouse,Acessórios,2025-09-14,Loja Sul,Rio de Janeiro,3,3594.41
HD Externo,Armazenamento,2025-07-09,Loja Petrópolis,Petrópolis,2,2817.95
Impressora,Periféricos,2024-09-28,Loja Niterói,Niterói,1,3477.56
Impressora,Periféricos,2024-11-30,Loja Nova Iguaçu,Nova Iguaçu,3,9107.81
Monitor,Eletrônicos,2023-10-15,Loja Teresópolis,Teresópolis,5,2215.63
Webcam,Periféricos,2023-12-19,Loja Niterói,Niterói,4,3998.97
Webcam,Periféricos,2025-12-29,Loja Centro,Rio de Janeiro,1,3104.92
Roteador,Redes,2025-04-07,Loja Centro,Rio de Janeiro,2,6729.07
Smartwatch,Eletrônicos,2025-02-14,Loja Niterói,Niterói,2,6833.31
Smartwatch,Eletrônicos,2023-12-08,Loja Teresópolis,Teresópolis,2,9941.98
Smartphone,Eletrônicos,2023-12-20,Loja São Gonçalo,São Gonçalo,4,1390.82
Smartwatch,Eletrônicos,2024-03-28,Loja Teresópolis,Teresópolis,5,15965.26
Pendrive,Armazenamento,2023-11-07,Loja Petrópolis,Petrópolis,2,1057.1
Cadeira Gamer,Móveis,2025-06-30,Loja Duque,Duque de Caxias,4,7081.92
Smartwatch,Eletrônicos,2025-09-06,Loja Nova Iguaçu,Nova Iguaçu,3,13918.59
Roteador,Redes,2023-12-14,Loja Duque,Duque de Caxias,3,2413.38
Mouse,Acessórios,2023-12-30,Loja Barra,Rio de Janeiro,1,4218.06
Mouse,Acessórios,2024-02-10,Loja Barra,Rio de Janeiro,2,7900.23
Notebook,Eletrônicos,2025-02-22,Loja Niterói,Niterói,4,15684.16
Smartphone,Eletrônicos,2024-04-25,Loja Barra,Rio de Janeiro,2,3482.58
Cadeira Gamer,Móveis,2025-02-08,Loja Niterói,Niterói,3,3699.97
Notebook,Eletrônicos,2023-11-07,Loja Sul,Rio de Janeiro,3,11826.2
Pendrive,Armazenamento,2023-09-01,Loja São Gonçalo,São Gonçalo,2,5061.41
Notebook,Eletrônicos,2024-11-08,Loja Teresópolis,Teresópolis,2,6316.71
HD Externo,Armazenamento,2023-05-14,Loja Nova Iguaçu,Nova Iguaçu,3,11881.95
Teclado,Acessórios,2024-02-03,Loja Petrópolis,Petrópolis,5,816.62
Tablet,Eletrônicos,2025-07-19,Loja Norte,Rio de Janeiro,2,9577.5
Smartphone,Eletrônicos,2025-03-03,Loja Teresópolis,Teresópolis,5,21584.86
Teclado,Acessórios,2023-12-02,Loja Centro,Rio de Janeiro,5,8108.9
Headset,Acessórios,2025-06-20,Loja Petrópolis,Petrópolis,1,3348.22
Smartphone,Eletrônicos,2025-07-05,Loja Nova Iguaçu,Nova Iguaçu,2,5110.46
Pendrive,Armazenamento,2025-11-01,Loja Barra,Rio de Janeiro,4,6373.96
HD Externo,Armazenamento,2025-09-15,Loja Barra,Rio de Janeiro,4,17058.68
Roteador,Redes,2025-12-19,Loja Norte,Rio de Janeiro,3,5888.94
Mouse,Acessórios,2025-02-16,Loja Sul,Rio de Janeiro,1,337.91
Tablet,Eletrônicos,2025-12-15,Loja Norte,Rio de Janeiro,1,2180.17
Cadeira Gamer,Móveis,2023-05-29,Loja Sul,Rio de Janeiro,1,3924.35
HD Externo,Armazenamento,2023-09-20,Loja Sul,Rio de Janeiro,4,12437.42
Teclado,Acessórios,2025-02-23,Loja Duque,Duque de Caxias,5,15476.68
Teclado,Acessórios,2024-02-24,Loja Barra,Rio de Janeiro,4,16990.71
Smartphone,Eletrônicos,2025-02-06,Loja Niterói,Niterói,5,9017.35
Tablet,Eletrônicos,2024-03-30,Loja São Gonçalo,São Gonçalo,5,9830.2
Mouse,Acessórios,2024-01-21,Loja Duque,Duque de Caxias,3,6365.92
Monitor,Eletrônicos,2024-10-11,Loja Niterói,Niterói,2,1977.98
Mouse,Acessórios,2025-11-02,Loja Centro,Rio de Janeiro,5,20899.01
Roteador,Redes,2023-12-04,Loja Niterói,Niterói,5,23999.52
Teclado,Acessórios,2025-09-21,Loja Centro,Rio de Janeiro,1,2762.4
Pendrive,Armazenamento,2023-11-04,Loja Niterói,Niterói,5,12333.97
Teclado,Acessórios,2024-09-15,Loja Norte,Rio de Janeiro,4,13103.87
Headset,Acessórios,2024-07-07,Loja Petrópolis,Petrópolis,5,23916.5
Notebook,Eletrônicos,2023-07-11,Loja Petrópolis,Petrópolis,1,3310.53
Cadeira Gamer,Móveis,2024-07-25,Loja Centro,Rio de Janeiro,5,7164.35
Smartphone,Eletrônicos,2023-08-20,Loja Teresópolis,Teresópolis,5,20672.02
Impressora,Periféricos,2025-02-14,Loja Norte,Rio de Janeiro,3,6834.35
Notebook,Eletrônicos,2025-08-13,Loja Centro,Rio de Janeiro,5,3966.68
Smartwatch,Eletrônicos,2023-03-28,Loja Centro,Rio de Janeiro,5,1433.81
Webcam,Periféricos,2023-03-28,Loja Petrópolis,Petrópolis,3,9936.68
Headset,Acessórios,2024-10-25,Loja Nova Iguaçu,Nova Iguaçu,1,4784.68
Mouse,Acessórios,2024-01-01,Loja Nova Iguaçu,Nova Iguaçu,4,7124.12
Pendrive,Armazenamento,2024-05-13,Loja Sul,Rio de Janeiro,4,7225.86
Mesa Escritório,Móveis,2025-02-11,Loja Niterói,Niterói,2,307.36
Smartwatch,Eletrônicos,2023-12-26,Loja Centro,Rio de Janeiro,1,4881.15
Pendrive,Armazenamento,2025-08-20,Loja Norte,Rio de Janeiro,1,1314.3
Teclado,Acessórios,2023-06-18,Loja Petrópolis,Petrópolis,1,2675.0
HD Externo,Armazenamento,2023-05-29,Loja Norte,Rio de Janeiro,4,5997.88
Webcam,Periféricos,2024-01-09,Loja Norte,Rio de Janeiro,5,14664.96
Pendrive,Armazenamento,2024-06-06,Loja Norte,Rio de Janeiro,2,3448.85
Webcam,Periféricos,2023-07-02,Loja Norte,Rio de Janeiro,1,1892.23
Tablet,Eletrônicos,2025-09-11,Loja Teresópolis,Teresópolis,2,9436.45
HD Externo,Armazenamento,2024-11-16,Loja Barra,Rio de Janeiro,1,3246.76
Headset,Acessórios,2023-02-08,Loja Teresópolis,Teresópolis,1,1329.24
Pendrive,Armazenamento,2023-05-29,Loja Norte,Rio de Janeiro,5,5721.32
HD Externo,Armazenamento,2023-10-29,Loja Nova Iguaçu,Nova Iguaçu,4,1266.39
Monitor,Eletrônicos,2023-08-23,Loja São Gonçalo,São Gonçalo,1,4690.07
Roteador,Redes,2025-02-08,Loja Norte,Rio de Janeiro,5,17211.13
Teclado,Acessórios,2023-03-29,Loja Norte,Rio de Janeiro,4,14709.47
Tablet,Eletrônicos,2024-11-26,Loja Niterói,Niterói,3,4568.59
Headset,Acessórios,2024-02-17,Loja Duque,Duque de Caxias,4,12798.57
Mouse,Acessórios,2023-12-28,Loja Nova Iguaçu,Nova Iguaçu,2,192.38
Notebook,Eletrônicos,2024-05-29,Loja Niterói,Niterói,1,1425.62
Headset,Acessórios,2024-04-17,Loja Teresópolis,Teresópolis,2,7449.25
HD Externo,Armazenamento,2025-07-11,Loja Duque,Duque de Caxias,2,3618.31
Roteador,Redes,2024-05-14,Loja Petrópolis,Petrópolis,4,303.55
Mesa Escritório,Móveis,2024-07-19,Loja Teresópolis,Teresópolis,4,14965.53
HD Externo,Armazenamento,2025-11-09,Loja Petrópolis,Petrópolis,3,11380.53
Pendrive,Armazenamento,2025-12-29,Loja Duque,Duque de Caxias,3,14945.56
Teclado,Acessórios,2025-11-09,Loja Barra,Rio de Janeiro,2,8873.34
Headset,Acessórios,2025-04-01,Loja Teresópolis,Teresópolis,5,969.52
HD Externo,Armazenamento,2023-07-07,Loja Barra,Rio de Janeiro,1,1968.98
Notebook,Eletrônicos,2024-08-05,Loja Duque,Duque de Caxias,4,10300.17
Headset,Acessórios,2023-12-02,Loja Nova Iguaçu,Nova Iguaçu,2,5658.7
Teclado,Acessórios,2025-02-04,Loja Nova Iguaçu,Nova Iguaçu,2,6033.75
Headset,Acessórios,2023-07-30,Loja Sul,Rio de Janeiro,5,18711.65
Mesa Escritório,Móveis,2025-07-15,Loja São Gonçalo,São Gonçalo,4,10441.93
Roteador,Redes,2023-07-02,Loja Barra,Rio de Janeiro,1,2198.4
Smartphone,Eletrônicos,2025-02-01,Loja Barra,Rio de Janeiro,4,14766.13
Tablet,Eletrônicos,2025-10-16,Loja Petrópolis,Petrópolis,5,4543.63
Monitor,Eletrônicos,2024-10-21,Loja Barra,Rio de Janeiro,3,10335.78
Pendrive,Armazenamento,2023-05-17,Loja Duque,Duque de Caxias,2,5918.92
Cadeira Gamer,Móveis,2023-05-18,Loja Barra,Rio de Janeiro,2,1736.41
Tablet,Eletrônicos,2023-09-11,Loja Centro,Rio de Janeiro,5,17517.35
Tablet,Eletrônicos,2025-01-26,Loja Sul,Rio de Janeiro,3,4000.56
HD Externo,Armazenamento,2024-08-03,Loja Teresópolis,Teresópolis,5,11677.89
Teclado,Acessórios,2025-07-05,Loja Centro,Rio de Janeiro,2,9379.8
Teclado,Acessórios,2024-09-29,Loja São Gonçalo,São Gonçalo,2,9102.96
Webcam,Periféricos,2024-09-03,Loja Petrópolis,Petrópolis,1,836.6
Smartwatch,Eletrônicos,2025-09-11,Loja Petrópolis,Petrópolis,4,465.37
Webcam,Periféricos,2024-02-18,Loja Teresópolis,Teresópolis,4,5659.25
Impressora,Periféricos,2025-06-24,Loja Nova Iguaçu,Nova Iguaçu,2,8463.42
Monitor,Eletrônicos,2024-08-18,Loja Petrópolis,Petrópolis,2,9073.73
Cadeira Gamer,Móveis,2023-07-15,Loja Niterói,Niterói,2,4169.85
Impressora,Periféricos,2024-09-30,Loja São Gonçalo,São Gonçalo,2,7351.24
Tablet,Eletrônicos,2025-08-01,Loja Barra,Rio de Janeiro,5,1543.38
Smartwatch,Eletrônicos,2025-06-14,Loja Nova Iguaçu,Nova Iguaçu,1,2497.68
Mouse,Acessórios,2025-09-10,Loja Norte,Rio de Janeiro,1,2346.47
Cadeira Gamer,Móveis,2024-01-19,Loja Niterói,Niterói,4,7120.23
Cadeira Gamer,Móveis,2024-09-20,Loja Centro,Rio de Janeiro,4,8476.2
Cadeira Gamer,Móveis,2024-08-20,Loja Duque,Duque de Caxias,1,2640.79
Roteador,Redes,2023-01-28,Loja Norte,Rio de Janeiro,2,5471.2
Impressora,Periféricos,2023-06-26,Loja São Gonçalo,São Gonçalo,1,3083.86
HD Externo,Armazenamento,2024-09-01,Loja São Gonçalo,São Gonçalo,1,2171.72
Mouse,Acessórios,2023-01-22,Loja Norte,Rio de Janeiro,1,3361.66
Smartphone,Eletrônicos,2024-09-28,Loja Sul,Rio de Janeiro,4,1433.01
Webcam,Periféricos,2024-07-24,Loja São Gonçalo,São Gonçalo,2,9782.81
Headset,Acessórios,2025-08-17,Loja Centro,Rio de Janeiro,5,4326.48
Pendrive,Armazenamento,2025-06-02,Loja Barra,Rio de Janeiro,5,16575.83
Teclado,Acessórios,2024-11-10,Loja Petrópolis,Petrópolis,2,7532.22
Notebook,Eletrônicos,2025-12-03,Loja Norte,Rio de Janeiro,1,1984.11
Headset,Acessórios,2024-11-09,Loja São Gonçalo,São Gonçalo,4,9143.6
Tablet,Eletrônicos,2024-12-09,Loja Norte,Rio de Janeiro,3,3054.8
Smartwatch,Eletrônicos,2023-01-08,Loja Teresópolis,Teresópolis,4,15898.52
Teclado,Acessórios,2024-07-20,Loja Niterói,Niterói,1,2010.05
HD Externo,Armazenamento,2024-07-07,Loja Nova Iguaçu,Nova Iguaçu,4,13978.8
Smartwatch,Eletrônicos,2025-02-13,Loja Norte,Rio de Janeiro,3,5542.05
Tablet,Eletrônicos,2023-02-09,Loja Norte,Rio de Janeiro,1,3010.66
Impressora,Periféricos,2024-09-04,Loja Nova Iguaçu,Nova Iguaçu,4,16443.47
Mouse,Acessórios,2025-09-16,Loja Barra,Rio de Janeiro,3,13253.88
Smartwatch,Eletrônicos,2025-11-05,Loja Duque,Duque de Caxias,1,2117.92
Impressora,Periféricos,2024-10-31,Loja Niterói,Niterói,5,8244.53
Smartwatch,Eletrônicos,2023-09-04,Loja São Gonçalo,São Gonçalo,3,10349.89
Headset,Acessórios,2023-07-15,Loja Centro,Rio de Janeiro,1,4123.64
Mesa Escritório,Móveis,2023-08-15,Loja Niterói,Niterói,5,8586.8
Cadeira Gamer,Móveis,2024-10-07,Loja Barra,Rio de Janeiro,3,11429.8
Cadeira Gamer,Móveis,2025-07-31,Loja Norte,Rio de Janeiro,4,9293.45
Mouse,Acessórios,2025-09-08,Loja Nova Iguaçu,Nova Iguaçu,3,13215.36
HD Externo,Armazenamento,2023-06-05,Loja Teresópolis,Teresópolis,2,1096.31
Mouse,Acessórios,2024-06-29,Loja Sul,Rio de Janeiro,1,3711.37
Smartphone,Eletrônicos,2025-08-10,Loja Teresópolis,Teresópolis,1,4215.17
Tablet,Eletrônicos,2023-10-16,Loja Sul,Rio de Janeiro,4,14838.04
Smartphone,Eletrônicos,2024-04-27,Loja Norte,Rio de Janeiro,4,13697.06
Monitor,Eletrônicos,2023-05-04,Loja Petrópolis,Petrópolis,1,4193.35
Impressora,Periféricos,2024-05-30,Loja Sul,Rio de Janeiro,2,5175.28
Monitor,Eletrônicos,2023-08-15,Loja Niterói,Niterói,1,1554.53
HD Externo,Armazenamento,2024-04-04,Loja Barra,Rio de Janeiro,1,3842.02
Headset,Acessórios,2024-10-07,Loja Norte,Rio de Janeiro,3,152.8
Tablet,Eletrônicos,2025-06-06,Loja Norte,Rio de Janeiro,4,7755.92
HD Externo,Armazenamento,2024-08-18,Loja Sul,Rio de Janeiro,1,258.02
Webcam,Periféricos,2024-09-05,Loja Teresópolis,Teresópolis,1,1496.48
Headset,Acessórios,2023-10-11,Loja Sul,Rio de Janeiro,4,19639.61
HD Externo,Armazenamento,2025-02-01,Loja Petrópolis,Petrópolis,4,16622.01
Smartwatch,Eletrônicos,2025-07-31,Loja Sul,Rio de Janeiro,4,2429.09
Monitor,Eletrônicos,2024-11-06,Loja Niterói,Niterói,1,1247.37
Notebook,Eletrônicos,2025-03-30,Loja Nova Iguaçu,Nova Iguaçu,1,4131.45
Mouse,Acessórios,2025-09-27,Loja Sul,Rio de Janeiro,3,10994.16
Cadeira Gamer,Móveis,2023-03-09,Loja Barra,Rio de Janeiro,4,17074.82
Cadeira Gamer,Móveis,2024-11-25,Loja São Gonçalo,São Gonçalo,5,20994.27
HD Externo,Armazenamento,2025-02-17,Loja Sul,Rio de Janeiro,2,5776.16
Mouse,Acessórios,2025-10-09,Loja Niterói,Niterói,5,13249.68
Cadeira Gamer,Móveis,2025-11-24,Loja Barra,Rio de Janeiro,1,370.2
Notebook,Eletrônicos,2023-12-09,Loja Nova Iguaçu,Nova Iguaçu,4,18231.4
HD Externo,Armazenamento,2024-10-20,Loja Petrópolis,Petrópolis,2,1731.76
Monitor,Eletrônicos,2024-06-16,Loja Nova Iguaçu,Nova Iguaçu,3,6761.9
Cadeira Gamer,Móveis,2023-05-12,Loja Sul,Rio de Janeiro,4,2263.65
Monitor,Eletrônicos,2025-05-03,Loja Sul,Rio de Janeiro,4,19020.51
Smartphone,Eletrônicos,2023-08-02,Loja Duque,Duque de Caxias,1,64.46
Roteador,Redes,2024-12-30,Loja São Gonçalo,São Gonçalo,3,2229.36
Smartwatch,Eletrônicos,2024-03-16,Loja Teresópolis,Teresópolis,5,11956.04
Headset,Acessórios,2023-05-22,Loja Nova Iguaçu,Nova Iguaçu,3,6794.9
Teclado,Acessórios,2024-10-14,Loja Nova Iguaçu,Nova Iguaçu,5,386.27
HD Externo,Armazenamento,2024-07-08,Loja Centro,Rio de Janeiro,4,2338.91
Mesa Escritório,Móveis,2023-12-07,Loja Duque,Duque de Caxias,5,14408.2
HD Externo,Armazenamento,2024-01-17,Loja Teresópolis,Teresópolis,1,2015.22
Mouse,Acessórios,2024-07-06,Loja Centro,Rio de Janeiro,1,613.5
Headset,Acessórios,2023-07-02,Loja Duque,Duque de Caxias,1,196.86
Tablet,Eletrônicos,2025-06-25,Loja Sul,Rio de Janeiro,5,23253.31
Roteador,Redes,2023-01-19,Loja Centro,Rio de Janeiro,4,17668.72
Roteador,Redes,2024-03-20,Loja Niterói,Niterói,1,4127.76
Impressora,Periféricos,2024-06-03,Loja Teresópolis,Teresópolis,1,3200.19
Impressora,Periféricos,2025-04-29,Loja Duque,Duque de Caxias,2,1233.43
HD Externo,Armazenamento,2024-09-30,Loja Centro,Rio de Janeiro,4,7507.25
Headset,Acessórios,2023-11-28,Loja Nova Iguaçu,Nova Iguaçu,2,3278.7
Cadeira Gamer,Móveis,2025-08-16,Loja Duque,Duque de Caxias,5,17047.08
Smartphone,Eletrônicos,2025-06-28,Loja Sul,Rio de Janeiro,2,1474.83
Cadeira Gamer,Móveis,2025-02-09,Loja Petrópolis,Petrópolis,4,12829.97
Mouse,Acessórios,2024-01-22,Loja Norte,Rio de Janeiro,2,215.9
HD Externo,Armazenamento,2023-08-23,Loja Sul,Rio de Janeiro,1,467.74
Pendrive,Armazenamento,2024-07-27,Loja Teresópolis,Teresópolis,1,1119.45
Cadeira Gamer,Móveis,2023-10-04,Loja Duque,Duque de Caxias,3,6534.48
Headset,Acessórios,2023-03-14,Loja Duque,Duque de Caxias,5,21578.13
HD Externo,Armazenamento,2023-07-14,Loja Norte,Rio de Janeiro,4,11669.47
Cadeira Gamer,Móveis,2023-12-26,Loja Duque,Duque de Caxias,3,8795.65
Mesa Escritório,Móveis,2024-11-09,Loja Petrópolis,Petrópolis,2,1751.92
Mouse,Acessórios,2024-02-25,Loja Duque,Duque de Caxias,1,1762.09
Teclado,Acessórios,2025-07-02,Loja Sul,Rio de Janeiro,4,332.87
Pendrive,Armazenamento,2025-05-30,Loja Centro,Rio de Janeiro,5,13394.36
Teclado,Acessórios,2025-04-12,Loja Nova Iguaçu,Nova Iguaçu,4,3513.72
Smartphone,Eletrônicos,2025-07-14,Loja Niterói,Niterói,3,8048.9
Roteador,Redes,2023-12-29,Loja Barra,Rio de Janeiro,3,2526.37
Smartphone,Eletrônicos,2023-05-05,Loja São Gonçalo,São Gonçalo,5,7408.81
Mouse,Acessórios,2023-05-05,Loja Teresópolis,Teresópolis,5,23908.99
Mouse,Acessórios,2024-10-07,Loja Sul,Rio de Janeiro,4,19898.19
Cadeira Gamer,Móveis,2025-03-07,Loja Centro,Rio de Janeiro,5,15270.21
HD Externo,Armazenamento,2023-04-19,Loja Barra,Rio de Janeiro,4,19606.16
Cadeira Gamer,Móveis,2024-11-04,Loja Centro,Rio de Janeiro,5,19107.07
Tablet,Eletrônicos,2025-08-04,Loja Duque,Duque de Caxias,3,4639.65
Roteador,Redes,2025-01-31,Loja Sul,Rio de Janeiro,1,2561.86
Pendrive,Armazenamento,2023-10-27,Loja Niterói,Niterói,3,8431.98
Headset,Acessórios,2024-04-27,Loja Centro,Rio de Janeiro,5,15749.3
Tablet,Eletrônicos,2024-03-10,Loja Barra,Rio de Janeiro,5,24847.75
Smartwatch,Eletrônicos,2023-04-14,Loja Norte,Rio de Janeiro,1,3972.98
Headset,Acessórios,2025-09-25,Loja Niterói,Niterói,5,3912.61
Mouse,Acessórios,2024-09-04,Loja Centro,Rio de Janeiro,4,18157.47
Pendrive,Armazenamento,2023-09-24,Loja Niterói,Niterói,5,11597.04
Monitor,Eletrônicos,2024-01-30,Loja Niterói,Niterói,4,1343.27
Webcam,Periféricos,2024-07-11,Loja Barra,Rio de Janeiro,2,9446.02
Notebook,Eletrônicos,2023-05-27,Loja Sul,Rio de Janeiro,2,9811.78
Smartwatch,Eletrônicos,2025-05-13,Loja Barra,Rio de Janeiro,2,4965.04
Tablet,Eletrônicos,2024-02-11,Loja Centro,Rio de Janeiro,3,7742.44
Cadeira Gamer,Móveis,2025-08-31,Loja Sul,Rio de Janeiro,3,6202.63
Headset,Acessórios,2025-06-21,Loja Barra,Rio de Janeiro,5,12042.96
Pendrive,Armazenamento,2023-04-26,Loja Petrópolis,Petrópolis,5,11118.96
Notebook,Eletrônicos,2025-04-19,Loja Centro,Rio de Janeiro,3,4781.7
Headset,Acessórios,2025-11-02,Loja Niterói,Niterói,5,23177.97
Smartphone,Eletrônicos,2024-11-13,Loja São Gonçalo,São Gonçalo,3,10434.11
Mesa Escritório,Móveis,2023-07-13,Loja Niterói,Niterói,1,1429.86
Webcam,Periféricos,2023-01-19,Loja Petrópolis,Petrópolis,2,6800.53
Notebook,Eletrônicos,2024-06-25,Loja Nova Iguaçu,Nova Iguaçu,3,11107.36
Cadeira Gamer,Móveis,2023-01-01,Loja Niterói,Niterói,5,390.23
Webcam,Periféricos,2023-07-07,Loja Niterói,Niterói,1,3842.27
Teclado,Acessórios,2023-07-13,Loja Sul,Rio de Janeiro,1,3629.59
HD Externo,Armazenamento,2024-02-18,Loja Barra,Rio de Janeiro,3,5329.98
Headset,Acessórios,2023-02-14,Loja Norte,Rio de Janeiro,5,2748.29
Monitor,Eletrônicos,2025-07-24,Loja Norte,Rio de Janeiro,1,2528.09
Mesa Escritório,Móveis,2023-11-18,Loja São Gonçalo,São Gonçalo,2,7130.09
Webcam,Periféricos,2023-10-22,Loja Norte,Rio de Janeiro,3,12081.72
